vehicle_id,title,description,link,image_link,make,model,year,mileage.value,mileage.unit,body_style,exterior_color,state_of_vehicle,price,currency,address,latitude,longitude,offer_type,amount_price,amount_qualifier,fuel_type,transmission,drivetrain
VXKUSHPY2TW045204,Mokka Business Edition · od 1266 PLN/mies.,Opel Mokka Business Edition · Rata od 1266 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy2tw045204/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY2TW045204_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Szary Kontrast,New,122500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1266 PLN,per month,Hybrid,Automatic,FWD
VXKUSHPY6TW045206,Mokka Business Edition · od 1266 PLN/mies.,Opel Mokka Business Edition · Rata od 1266 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy6tw045206/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY6TW045206_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Szary Kontrast,New,122500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1266 PLN,per month,Hybrid,Automatic,FWD
VXKUSHPY7TW040242,Mokka Business Edition · od 1244 PLN/mies.,Opel Mokka Business Edition · Rata od 1244 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy7tw040242/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY7TW040242_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Niebieski Kolibri,New,120400 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1244 PLN,per month,Hybrid,Automatic,FWD
VXKUPHPV5T4096926,Corsa Gs · od 933 PLN/mies.,Opel Corsa Gs · Rata od 933 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/corsa/vxkuphpv5t4096926/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUPHPV5T4096926_clean.jpg,Opel,Corsa,2024,0,KM,SUV,Bialy Kontur,New,90000 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,933 PLN,per month,Gasoline,Manual,FWD
VXKUPHPV2T4087181,Corsa Yes · od 942 PLN/mies.,Opel Corsa Yes · Rata od 942 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/corsa/vxkuphpv2t4087181/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUPHPV2T4087181_clean.jpg,Opel,Corsa,2024,0,KM,SUV,Zielony Eukaliptus,New,90900 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,942 PLN,per month,Gasoline,Manual,FWD
VXKUPHPV9T4092815,Corsa Yes · od 917 PLN/mies.,Opel Corsa Yes · Rata od 917 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/corsa/vxkuphpv9t4092815/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUPHPV9T4092815_clean.jpg,Opel,Corsa,2024,0,KM,SUV,Pomaranczowy Koral,New,88500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,917 PLN,per month,Gasoline,Manual,FWD
VXKKAHPY2T6019227,Grandland Gs · od 1830 PLN/mies.,Opel Grandland Gs · Rata od 1830 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy2t6019227/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY2T6019227_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Szary Grafik,New,177500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1830 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY2T6019941,Grandland Gs · od 1830 PLN/mies.,Opel Grandland Gs · Rata od 1830 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy2t6019941/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY2T6019941_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Miedziany Impakt,New,177500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1830 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPYXT6020061,Grandland Gs · od 1830 PLN/mies.,Opel Grandland Gs · Rata od 1830 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpyxt6020061/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPYXT6020061_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Szary Grafik,New,177500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1830 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY3T6019236,Grandland Gs · od 1830 PLN/mies.,Opel Grandland Gs · Rata od 1830 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy3t6019236/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY3T6019236_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Srebrny Kristall,New,177500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1830 PLN,per month,Hybrid,Automatic,FWD
